"","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","ensembl_gene_id","description","chromosome_name","start_position","end_position","strand","gene_biotype"
"316","4933405D12Rik",1.70507252982114,4.80941600333979,2.0076821699783,2.39550665700825,0.0165974128457186,0.0968601542587262,"ENSMUSG00000097852","RIKEN cDNA 4933405D12 gene [Source:MGI Symbol;Acc:MGI:1921307]","3",122864737,122924116,-1,"antisense"
"317","5031434O11Rik",84.1571844098543,-0.937818860204856,0.367237292519231,-2.55371357786532,0.0106580890466085,0.0711874097881857,"ENSMUSG00000097885","RIKEN cDNA 5031434O11 gene [Source:MGI Symbol;Acc:MGI:1923230]","3",51560035,51567117,1,"processed_transcript"
"318","Gm16894",170.623985822007,-4.33622734054368,1.24019527039292,-3.49640693208728,0.000471568959233609,0.00772904868644589,"ENSMUSG00000097899","predicted gene, 16894 [Source:MGI Symbol;Acc:MGI:4439818]","1",40076228,40085851,-1,"antisense"
"319","Gm26679",520.052502866153,0.546149390124126,0.218605872302127,2.49832899900014,0.0124780327683133,0.0792424957199013,"ENSMUSG00000097903","predicted gene, 26679 [Source:MGI Symbol;Acc:MGI:5477173]","14",120384859,120388985,-1,"antisense"
"320","A330009N23Rik",11.6011718764286,-3.42930572758976,1.17188610274264,-2.92631316265628,0.00343005467420543,0.0331667629794508,"ENSMUSG00000097915","RIKEN cDNA A330009N23 gene [Source:MGI Symbol;Acc:MGI:2443491]","15",101221195,101225186,-1,"antisense"
"321","Gm26574",108.863424792898,-1.08229460466548,0.374942630408103,-2.88656054790961,0.00389477799906803,0.0355764108926728,"ENSMUSG00000097925","predicted gene, 26574 [Source:MGI Symbol;Acc:MGI:5477068]","1",189833141,189836620,-1,"antisense"
"322","Gm26918",19.3049766269728,-2.63674923441046,0.702032536750227,-3.75587896056244,0.000172734166960903,0.00353264300749245,"ENSMUSG00000097976","predicted gene, 26918 [Source:MGI Symbol;Acc:MGI:5504033]","5",14520673,14539852,-1,"antisense"
"323","Gm10535",23.5969401051663,-5.26779766753894,0.734551187504431,-7.1714507540799,7.42071314567098e-13,1.90547423107174e-10,"ENSMUSG00000097988","predicted gene 10535 [Source:MGI Symbol;Acc:MGI:3642442]","1",135108961,135113378,1,"antisense"
"324","Gm26936",2.95455483554372,-4.58638332149778,1.40699063391445,-3.25971133776335,0.00111525657501576,0.0141613073893484,"ENSMUSG00000098145","predicted gene, 26936 [Source:MGI Symbol;Acc:MGI:5504051]","1",137928389,137969240,-1,"lincRNA"
"325","Gm27011",44.6093620850336,-1.91476831676938,0.53127312065272,-3.60411291732001,0.000313220870575505,0.00569963332204719,"ENSMUSG00000098184","predicted gene, 27011 [Source:MGI Symbol;Acc:MGI:5504126]","8",121949674,121950645,-1,"bidirectional_promoter_lncRNA"
"326","BC051537",59.9022615897576,-4.0681673845047,1.2052120712043,-3.37547845869118,0.00073687460424712,0.0104473448491724,"ENSMUSG00000098197","cDNA sequence BC051537 [Source:MGI Symbol;Acc:MGI:3041255]","17",34083843,34095309,-1,"antisense"
"327","1500015A07Rik",112.387039890451,-1.40023302234669,0.495397188837806,-2.82648560366605,0.00470618594399312,0.040582073569284,"ENSMUSG00000098702","RIKEN cDNA 1500015A07 gene [Source:MGI Symbol;Acc:MGI:1916232]","18",61726390,61735917,1,"antisense"
"328","Gm27240",15.4001408554577,2.70037708178396,0.845235992981396,3.1948202681939,0.00139917945997022,0.0170751018940753,"ENSMUSG00000098843","predicted gene 27240 [Source:MGI Symbol;Acc:MGI:5521083]","9",32709652,32711171,-1,"antisense"
"329","Gm27177",9.22066709933734,1.72767994764013,0.56859961897397,3.03848242240771,0.00237772975648477,0.0243138648992757,"ENSMUSG00000098975","predicted gene 27177 [Source:MGI Symbol;Acc:MGI:5521020]","14",69582164,69683286,-1,"antisense"
"330","Gm29340",192.425463308564,-2.5499725564058,1.04520577080584,-2.43968472776398,0.0147000847742736,0.08752782674833,"ENSMUSG00000099470","predicted gene 29340 [Source:MGI Symbol;Acc:MGI:5580046]","2",116972575,116976428,-1,"lincRNA"
"331","Gm28513",154.125261033969,-3.79025569165628,1.14484102796199,-3.31072664158758,0.000930540626747876,0.01235907694491,"ENSMUSG00000099568","predicted gene 28513 [Source:MGI Symbol;Acc:MGI:5579219]","1",153743552,153749324,-1,"antisense"
"332","1700066N21Rik",112.658088797766,-6.31426214993233,1.69102887342225,-3.73397654479649,0.000188480054854275,0.0037549776445537,"ENSMUSG00000099605","RIKEN cDNA 1700066N21 gene [Source:MGI Symbol;Acc:MGI:1920721]","5",87908579,87979351,-1,"antisense"
"333","Gm2396",2.95599263346582,-4.91836310098365,1.89854141396277,-2.59060090278342,0.00958085298303626,0.0651216213052847,"ENSMUSG00000099930","predicted gene 2396 [Source:MGI Symbol;Acc:MGI:3780564]","9",88878994,88937342,-1,"processed_transcript"
"334","2410022M11Rik",10.6306635041901,-3.93776794360095,1.08414010525735,-3.63215780368739,0.000281061152329042,0.00519625858425934,"ENSMUSG00000100017","RIKEN cDNA 2410022M11 gene [Source:MGI Symbol;Acc:MGI:1917005]","14",56811989,56813899,1,"bidirectional_promoter_lncRNA"
"335","Gm28959",363.975223087559,1.24885024137436,0.269821686588653,4.62842797094456,3.68451970795126e-06,0.000152052232947774,"ENSMUSG00000100039","predicted gene 28959 [Source:MGI Symbol;Acc:MGI:5579665]","9",106452181,106452918,-1,"antisense"
"336","2310068J16Rik",298.807215205591,-1.39390132950376,0.446370045204037,-3.12274836647384,0.0017917086167108,0.0200030850880128,"ENSMUSG00000100084","RIKEN cDNA 2310068J16 gene [Source:MGI Symbol;Acc:MGI:1917531]","15",99972158,99973287,-1,"antisense"
"337","Gm20324",6.15650324566197,-1.95639853554361,0.823521428789404,-2.37564982178977,0.0175180790236401,0.099632773079301,"ENSMUSG00000100199","predicted gene, 20324 [Source:MGI Symbol;Acc:MGI:5012509]","15",82899080,82905818,1,"antisense"
"338","A530053M12Rik",2.48415485803622,3.92693431688956,1.40820612978821,2.78860760070698,0.00529351596454764,0.0439909824073135,"ENSMUSG00000100247","RIKEN cDNA A530053M12 gene [Source:MGI Symbol;Acc:MGI:3045369]","1",106400178,106401987,-1,"lincRNA"
"339","Gm29417",33.7364418016068,1.61949780738198,0.600415760523082,2.69729396505361,0.00699055290035107,0.0527034776077973,"ENSMUSG00000100320","predicted gene 29417 [Source:MGI Symbol;Acc:MGI:5580123]","18",35830389,35831093,-1,"antisense"
"340","Gm28286",1.79893117798444,3.50380240563607,1.43359301145489,2.44407051209061,0.014522587860051,0.0868197010439008,"ENSMUSG00000100502","predicted gene 28286 [Source:MGI Symbol;Acc:MGI:5578992]","1",154027363,154034301,-1,"lincRNA"
"341","A830008E24Rik",39.2171677812123,3.74421950356628,0.568876704598886,6.58177681261587,4.64859046723982e-11,8.26376351522402e-09,"ENSMUSG00000100627","RIKEN cDNA A830008E24 gene [Source:MGI Symbol;Acc:MGI:3041183]","1",154037597,154117951,-1,"lincRNA"
"342","1700084E18Rik",144.850622423508,-0.859866277921568,0.277594674782606,-3.09756042184512,0.0019512061556638,0.0212699878572596,"ENSMUSG00000100747","RIKEN cDNA 1700084E18 gene [Source:MGI Symbol;Acc:MGI:1914600]","2",30236795,30238223,-1,"antisense"
"343","2310047D07Rik",1.5798034695482,4.67882778230501,1.79191904178654,2.61107096537143,0.00902591617782507,0.0628279888161257,"ENSMUSG00000100783","RIKEN cDNA 2310047D07 gene [Source:MGI Symbol;Acc:MGI:1916907]","5",149231332,149237984,1,"lincRNA"
"344","Gm29083",3.63495113039972,3.51235563843173,1.44988861895998,2.42250031657686,0.0154141123352087,0.0908724836904777,"ENSMUSG00000100811","predicted gene 29083 [Source:MGI Symbol;Acc:MGI:5579789]","1",62714723,62718073,-1,"antisense"
"345","Gm29529",7.2935272656108,-7.429087503966,3.12797588418422,-2.37504628521249,0.0175467497374624,0.099632773079301,"ENSMUSG00000100945","predicted gene 29529 [Source:MGI Symbol;Acc:MGI:5580235]","1",153690391,153692656,-1,"antisense"
"346","Gm10138",707.334624302206,-2.64003945627162,0.326903394115055,-8.07590102702466,6.69801938980434e-16,3.86978070245946e-13,"ENSMUSG00000100954","predicted gene 10138 [Source:MGI Symbol;Acc:MGI:3708522]","1",151339604,151345231,-1,"antisense"
"347","Gm10640",45.5212962108102,-1.82003645362049,0.415391078210774,-4.38150106993147,1.17864465043718e-05,0.000391398675038112,"ENSMUSG00000100985","predicted gene 10640 [Source:MGI Symbol;Acc:MGI:3648835]","7",31155668,31170641,1,"antisense"
"348","4930568A12Rik",20.9244247922542,-3.24319315766442,1.11849731034319,-2.89959853070125,0.00373640890205547,0.0348179071477831,"ENSMUSG00000101223","RIKEN cDNA 4930568A12 gene [Source:MGI Symbol;Acc:MGI:1923133]","1",34477167,34485933,-1,"lincRNA"
"349","Gm28180",10.06880462559,2.08101545242743,0.705514398906195,2.94964277930226,0.00318141534678267,0.0310221555544926,"ENSMUSG00000101295","predicted gene 28180 [Source:MGI Symbol;Acc:MGI:5578886]","11",74992773,74993494,-1,"antisense"
"350","Plet1os",2744.80383577372,-2.23548610926782,0.510358205970374,-4.38022957819862,1.18554336878701e-05,0.000391398675038112,"ENSMUSG00000101304","placenta expressed transcript 1, opposite strand [Source:MGI Symbol;Acc:MGI:1916881]","9",50488795,50507823,-1,"antisense"
"351","Gm28529",342.042494557199,-0.644853880941641,0.216538529700036,-2.9780098804353,0.00290126631858954,0.0287760792371692,"ENSMUSG00000101320","predicted gene 28529 [Source:MGI Symbol;Acc:MGI:5579235]","18",6490143,6496962,1,"antisense"
"352","Gm19412",846.54198618939,0.597858115012993,0.177451467142734,3.36913593693821,0.000754042306386996,0.01056116224279,"ENSMUSG00000101438","predicted gene, 19412 [Source:MGI Symbol;Acc:MGI:5011597]","17",33919279,33920485,-1,"antisense"
"353","Gm28932",14.5451799870996,-6.59491750184177,1.15970562130047,-5.6867168535808,1.29504909331377e-08,1.30124280636875e-06,"ENSMUSG00000101445","predicted gene 28932 [Source:MGI Symbol;Acc:MGI:5579638]","14",123979210,123980619,1,"antisense"
"354","Gm28731",521.118670283044,-1.11613062033451,0.269586169645088,-4.14016276058932,3.47059486456033e-05,0.00102827496564089,"ENSMUSG00000101555","predicted gene 28731 [Source:MGI Symbol;Acc:MGI:5579437]","9",69988400,69989968,-1,"antisense"
"355","Gm28376",2.91476036535207,-4.07825647358919,1.65185551308366,-2.46889418674153,0.0135531288136077,0.0833012784261897,"ENSMUSG00000101640","predicted gene 28376 [Source:MGI Symbol;Acc:MGI:5579082]","1",16898185,17091631,1,"antisense"
"356","1700020G17Rik",4.43427627889022,3.23674214090356,1.11842319274802,2.89402272940239,0.00380340628953715,0.0350615932778426,"ENSMUSG00000101801","RIKEN cDNA 1700020G17 gene [Source:MGI Symbol;Acc:MGI:1922880]","10",110784585,110896550,-1,"antisense"
"357","Gm28198",296.197903448359,-0.465508523574454,0.140399242270527,-3.31560566885036,0.000914447621759192,0.012286560778404,"ENSMUSG00000101845","predicted gene 28198 [Source:MGI Symbol;Acc:MGI:5578904]","7",127559142,127573116,-1,"antisense"
"358","Gm10550",251.754617110592,0.48493828099822,0.169934106045525,2.8536842443406,0.00432154606423495,0.0384118959786422,"ENSMUSG00000101952","predicted gene 10550 [Source:MGI Symbol;Acc:MGI:3704193]","1",93731104,93751072,1,"antisense"
"359","1700061E17Rik",9.76719341789017,4.3779225305509,1.50259758017003,2.91356953340461,0.00357322250642471,0.0338431033292931,"ENSMUSG00000102060","RIKEN cDNA 1700061E17 gene [Source:MGI Symbol;Acc:MGI:3642196]","9",110986201,110987804,1,"antisense"
"360","Gm36569",28.4835924801099,3.33778200135169,1.14429115326369,2.9168992452942,0.00353529952120072,0.0336217168456579,"ENSMUSG00000102191","predicted gene, 36569 [Source:MGI Symbol;Acc:MGI:5595728]","3",79859293,79886806,-1,"antisense"
"361","Gm37885",563.836965635398,0.774387053829716,0.226777385480988,3.41474548790333,0.00063841635015642,0.00956575390378422,"ENSMUSG00000102234","predicted gene, 37885 [Source:MGI Symbol;Acc:MGI:5611113]","1",182484179,182492473,1,"antisense"
"362","Gm37035",9.14964180550746,-4.91324309776617,1.03332874507837,-4.75477249729806,1.98670009557155e-06,9.36992636911399e-05,"ENSMUSG00000102564","predicted gene, 37035 [Source:MGI Symbol;Acc:MGI:5610263]","3",61001639,61003786,-1,"antisense"
"363","Gm38225",3.91590310029286,-4.71348036282885,1.79398135962626,-2.62738536135672,0.00860438289496533,0.060809568410596,"ENSMUSG00000102634","predicted gene, 38225 [Source:MGI Symbol;Acc:MGI:5611453]","18",36952651,36953043,-1,"antisense"
"364","Gm37759",210.704208412946,-2.56707337942938,0.934817732498575,-2.74606834058242,0.00603141982407382,0.047572051922985,"ENSMUSG00000102717","predicted gene, 37759 [Source:MGI Symbol;Acc:MGI:5610987]","1",136116577,136119822,-1,"antisense"
"365","Gm38165",1.61328041608058,-3.98680374947394,1.4381773239126,-2.77212252146191,0.00556920702194754,0.0456398490344708,"ENSMUSG00000102778","predicted gene, 38165 [Source:MGI Symbol;Acc:MGI:5611393]","18",61691046,61692384,-1,"antisense"
"366","Gm38037",60.5287064201252,-3.2228718411483,0.674236424086963,-4.78003223500221,1.75267090640821e-06,8.99579211012374e-05,"ENSMUSG00000102840","predicted gene, 38037 [Source:MGI Symbol;Acc:MGI:5611265]","1",191820370,191821993,-1,"antisense"
"367","4833445I07Rik",9.43192462187789,-5.25954049738808,1.22210690664146,-4.30366645406015,1.67994523546411e-05,0.00053182923824076,"ENSMUSG00000103103","RIKEN cDNA 4833445I07 gene [Source:MGI Symbol;Acc:MGI:2143268]","9",108567533,108569174,1,"lincRNA"
"368","Gm37273",9.95131829864572,-7.6012480158177,1.30903369033084,-5.80676270745682,6.36923034862441e-09,7.00918635031953e-07,"ENSMUSG00000103288","predicted gene, 37273 [Source:MGI Symbol;Acc:MGI:5610501]","1",162983014,163066682,1,"antisense"
"369","BC037039",445.534010459101,1.08751629784429,0.409596943735457,2.65508889770104,0.00792875106121037,0.0572604490701787,"ENSMUSG00000103309","cDNA sequence BC037039 [Source:MGI Symbol;Acc:MGI:3697820]","18",37805718,37807922,-1,"antisense"
"370","Gm37592",16.4491773323093,1.11656827895808,0.468752512348326,2.381999561697,0.0172189179463109,0.0986842320291354,"ENSMUSG00000104231","predicted gene, 37592 [Source:MGI Symbol;Acc:MGI:5610820]","3",32511803,32512344,-1,"antisense"
"371","Gm37126",11.4957564608047,-4.44826268458978,1.26700738219337,-3.51084196280626,0.00044668987091485,0.00737357351203013,"ENSMUSG00000104354","predicted gene, 37126 [Source:MGI Symbol;Acc:MGI:5610354]","2",13672516,13674434,1,"antisense"
"372","Gm35801",4.53357443113815,-5.02220297617393,1.62526435655306,-3.09008374909868,0.00200100063973022,0.0214232450100529,"ENSMUSG00000104441","predicted gene, 35801 [Source:MGI Symbol;Acc:MGI:5594960]","1",40572188,40580662,-1,"antisense"
"373","Gm37335",370.735844114792,-1.38324782639769,0.337247041080384,-4.10158624955286,4.10327502788681e-05,0.00117069982585758,"ENSMUSG00000104523","predicted gene, 37335 [Source:MGI Symbol;Acc:MGI:5610563]","1",36105384,36106446,-1,"antisense"
"374","Gm42620",27.6718134098814,1.9894371303715,0.629351075652654,3.16109276258629,0.00157178433828269,0.0185326204376087,"ENSMUSG00000104580","predicted gene 42620 [Source:MGI Symbol;Acc:MGI:5662757]","5",103513445,103533021,-1,"antisense"
"375","Gm42984",404.205456475818,1.57376466171097,0.391564101330241,4.01917503766178,5.84022720636551e-05,0.00158785471457773,"ENSMUSG00000104784","predicted gene 42984 [Source:MGI Symbol;Acc:MGI:5663121]","5",44226587,44243548,1,"antisense"
"376","Gm43507",9.19558336174757,7.01067088013118,1.1422365508449,6.13766988540637,8.37406479370912e-10,1.01855072306641e-07,"ENSMUSG00000104894","predicted gene 43507 [Source:MGI Symbol;Acc:MGI:5663644]","5",44641484,44662153,1,"antisense"
"377","Gm40323",2.29410629361613,5.4348453060344,1.36270252169892,3.98828447111012,6.65528291489947e-05,0.00169879653622016,"ENSMUSG00000104932","predicted gene, 40323 [Source:MGI Symbol;Acc:MGI:5623208]","5",125361175,125370760,1,"lincRNA"
"378","Gm42705",6.20716440815858,-7.02404924180769,2.0583901612421,-3.41239934686103,0.000643937023933313,0.00956575390378422,"ENSMUSG00000105324","predicted gene 42705 [Source:MGI Symbol;Acc:MGI:5662842]","3",143743377,143827012,1,"lincRNA"
"379","Gm43401",36.2569167643235,-1.65935979640814,0.567999140801427,-2.92141251141126,0.00348448125428737,0.0332826893640878,"ENSMUSG00000105391","predicted gene 43401 [Source:MGI Symbol;Acc:MGI:5663538]","3",94392971,94402848,-1,"antisense"
"380","Gm43301",2.30293905994947,3.61616829646138,1.32958923147223,2.71976352610594,0.00653286167383808,0.0503928793248108,"ENSMUSG00000105430","predicted gene 43301 [Source:MGI Symbol;Acc:MGI:5663438]","5",122581469,122584853,1,"antisense"
"381","Gm43653",193.518014226643,-0.784321870519667,0.243349423396745,-3.22302744576858,0.00126843399426056,0.0159312552213922,"ENSMUSG00000105447","predicted gene 43653 [Source:MGI Symbol;Acc:MGI:5663790]","3",127836911,127838644,1,"antisense"
"382","Gm43714",217.025765834658,-0.87164598791808,0.308873743904529,-2.82201386527532,0.00477231139378959,0.040847450485362,"ENSMUSG00000105512","predicted gene 43714 [Source:MGI Symbol;Acc:MGI:5663851]","3",88685024,88686397,-1,"antisense"
"383","Gm31881",16.0568437733656,2.54765266982497,1.0054518371202,2.53383859451877,0.0112820684751043,0.0732383714774325,"ENSMUSG00000105698","predicted gene, 31881 [Source:MGI Symbol;Acc:MGI:5591040]","3",152106439,152107383,1,"antisense"
"384","Gm43305",11.2661065228506,-2.51057153535729,0.757668280103582,-3.31354974371379,0.000921197192671997,0.012305703539104,"ENSMUSG00000105703","predicted gene 43305 [Source:MGI Symbol;Acc:MGI:5663442]","14",54292443,54297456,-1,"processed_transcript"
"385","BC037156",5.35529934421623,-5.68886924326965,2.14047742561524,-2.65775717846429,0.0078662546958673,0.0570509028884673,"ENSMUSG00000105888","cDNA sequence BC037156 [Source:MGI Symbol;Acc:MGI:3512757]","5",87908779,87914171,1,"lincRNA"
"386","Gm43240",1179.78861036471,1.54987141431499,0.594481351651711,2.60709845650973,0.00913131000625543,0.0633707430163853,"ENSMUSG00000105900","predicted gene 43240 [Source:MGI Symbol;Acc:MGI:5663377]","3",144808376,144813538,1,"antisense"
"387","Gm43570",27.379562317935,-3.06245945891613,0.885419354884691,-3.45876724065395,0.000542653636603876,0.0087697381411997,"ENSMUSG00000105945","predicted gene 43570 [Source:MGI Symbol;Acc:MGI:5663707]","3",59002471,59006158,-1,"antisense"
"388","Gm29151",138.079499338279,1.05155357222898,0.339458741234358,3.09773602649106,0.00195005042640634,0.0212699878572596,"ENSMUSG00000106005","predicted gene 29151 [Source:MGI Symbol;Acc:MGI:5579857]","3",116350103,116352888,1,"antisense"
"389","Gm43221",19.4582367019717,2.86792061126444,0.753731032971578,3.80496554580974,0.000141823930730274,0.00306790933875209,"ENSMUSG00000106108","predicted gene 43221 [Source:MGI Symbol;Acc:MGI:5663358]","3",109000024,109002094,1,"antisense"
"390","Gm42697",88.6484307155054,-2.94374434985055,0.81882886422756,-3.59506665978064,0.000324308527651307,0.00580989928218736,"ENSMUSG00000106120","predicted gene 42697 [Source:MGI Symbol;Acc:MGI:5662834]","3",129728845,129740188,1,"antisense"
"391","Gm43495",30.5444131402114,-3.99655535916989,1.30432282224835,-3.06408451266748,0.00218337221271404,0.022994616490713,"ENSMUSG00000106155","predicted gene 43495 [Source:MGI Symbol;Acc:MGI:5663632]","5",137870754,137871209,1,"antisense"
"392","5830416I19Rik",2.2650046356285,-4.58259246392964,1.87509494999864,-2.44392555370755,0.0145284241315278,0.0868197010439008,"ENSMUSG00000106219","RIKEN cDNA 5830416I19 gene [Source:MGI Symbol;Acc:MGI:1922007]","5",64044978,64050228,1,"lincRNA"
"393","Gm36551",19.5635609779054,-3.74048558908878,1.39018879635214,-2.69063137244655,0.00713169494029412,0.0530546168271042,"ENSMUSG00000106478","predicted gene, 36551 [Source:MGI Symbol;Acc:MGI:5595710]","5",137857045,137860318,1,"antisense"
"394","Gm42706",3.82280251219709,-6.25456879284499,2.11109128877176,-2.96271829935119,0.00304935497914738,0.0299874866247217,"ENSMUSG00000106524","predicted gene 42706 [Source:MGI Symbol;Acc:MGI:5662843]","3",143770539,143772448,1,"lincRNA"
"395","Gm2479",26.2378889722896,-1.77335069875312,0.636169209752201,-2.78754562711997,0.00531089748664668,0.0439909824073135,"ENSMUSG00000106555","predicted gene 2479 [Source:MGI Symbol;Acc:MGI:3780646]","5",123007299,123015080,-1,"antisense"
"396","2010309G21Rik",125.085910980491,-4.34350363236544,1.14478259293857,-3.79417337331798,0.000148136142895782,0.00316983913177919,"ENSMUSG00000106567","RIKEN cDNA 2010309G21 gene [Source:MGI Symbol;Acc:MGI:1917268]","16",19051367,19106749,1,"antisense"
"397","Gm42839",356.89435632671,0.657315432231657,0.193419011930777,3.39840135501729,0.000677809018154027,0.00991402937312631,"ENSMUSG00000106663","predicted gene 42839 [Source:MGI Symbol;Acc:MGI:5662976]","5",125086841,125090359,1,"antisense"
"398","Gm42477",276.591672589889,-1.6808794812107,0.38172633195523,-4.40336267241799,1.06585762797694e-05,0.000373211663371925,"ENSMUSG00000106967","predicted gene 42477 [Source:MGI Symbol;Acc:MGI:5662614]","16",5008370,5013418,1,"antisense"
"399","N4bp2os",43.9391879303882,-1.09681748722853,0.394930483475995,-2.77724190235924,0.00548223607965802,0.0450870020643761,"ENSMUSG00000106978","NEDD4 binding protein 2, opposite strand [Source:MGI Symbol;Acc:MGI:1921484]","5",65760991,65764379,-1,"processed_transcript"
"400","Gm36840",13.4718915607735,-6.83269971345373,1.54418727375349,-4.42478696048655,9.65375027896289e-06,0.000348590888979426,"ENSMUSG00000107078","predicted gene, 36840 [Source:MGI Symbol;Acc:MGI:5595999]","5",32320764,32354883,-1,"antisense"
"401","Gm6598",256.284432969747,-0.669956588185112,0.2049360612907,-3.26910053782474,0.00107889958687439,0.0138418184577173,"ENSMUSG00000107143","predicted gene 6598 [Source:MGI Symbol;Acc:MGI:3646314]","5",130220451,130223065,-1,"antisense"
"402","Gm43579",624.775627801003,-0.407424285627352,0.170609066915891,-2.38805763956384,0.0169376851033582,0.0981027325159418,"ENSMUSG00000107191","predicted gene 43579 [Source:MGI Symbol;Acc:MGI:5663716]","5",120626315,120627621,-1,"antisense"
"403","Gm19265",137.800498000224,-1.15026515004225,0.404095735505819,-2.84651642908932,0.00442004483922117,0.0388505792732928,"ENSMUSG00000107230","predicted gene, 19265 [Source:MGI Symbol;Acc:MGI:5011450]","6",85961623,86001926,1,"antisense"
"404","Gm43332",44.891615583195,-1.64654271102768,0.538614953401345,-3.0569940560131,0.0022356870927753,0.0232733012225392,"ENSMUSG00000107313","predicted gene 43332 [Source:MGI Symbol;Acc:MGI:5663469]","5",149183183,149184226,1,"lincRNA"
"405","Gm19719",233.096052940471,-3.3521606988057,0.840951695383601,-3.98615130596366,6.71536973708036e-05,0.00169879653622016,"ENSMUSG00000107317","predicted gene, 19719 [Source:MGI Symbol;Acc:MGI:5011904]","5",149282752,149287868,-1,"antisense"
"406","Gm42670",201.991964547775,-1.01678847315479,0.323111560041876,-3.1468650425971,0.00165031114924649,0.0192619649793365,"ENSMUSG00000107319","predicted gene 42670 [Source:MGI Symbol;Acc:MGI:5662807]","5",67259971,67261262,-1,"antisense"
"407","Gm43126",89.1120350756737,2.48973231491318,1.03231600357184,2.41179280985535,0.0158742995355349,0.0933473440880945,"ENSMUSG00000107379","predicted gene 43126 [Source:MGI Symbol;Acc:MGI:5663263]","6",127122966,127126155,1,"antisense"
